period,stock_symbol,free_cash_flow,end_cash_position,begin_cash_position,changes_in_cash,operating_cashflow,cashflow_from_cont_operation
2023-12-31 00:00:00,MMM,5065000000.00,5933000000.00,3655000000.00,2326000000.00,6680000000.00,6680000000.00
2022-12-31 00:00:00,MMM,3842000000.00,3655000000.00,4564000000.00,-805000000.00,5591000000.00,5591000000.00
2021-12-31 00:00:00,MMM,5851000000.00,4564000000.00,4634000000.00,-8000000.00,7454000000.00,7454000000.00
2020-12-31 00:00:00,MMM,6612000000.00,4634000000.00,2353000000.00,2233000000.00,8113000000.00,8113000000.00
2019-12-31 00:00:00,MMM,,,,,,
2023-12-31 00:00:00,AOS,597700000.00,339900000.00,391200000.00,-38500000.00,670300000.00,670300000.00
2022-12-31 00:00:00,AOS,321100000.00,391200000.00,443300000.00,-31300000.00,391400000.00,391400000.00
2021-12-31 00:00:00,AOS,566000000.00,443300000.00,573100000.00,-129800000.00,641100000.00,641100000.00
2020-12-31 00:00:00,AOS,505300000.00,573100000.00,374000000.00,199100000.00,562100000.00,562100000.00
2019-12-31 00:00:00,AOS,,,,,,
2023-12-31 00:00:00,ABT,5059000000.00,6896000000.00,9882000000.00,-2963000000.00,7261000000.00,7261000000.00
2022-12-31 00:00:00,ABT,7804000000.00,9882000000.00,9799000000.00,205000000.00,9581000000.00,9581000000.00
2021-12-31 00:00:00,ABT,8648000000.00,9799000000.00,6838000000.00,3031000000.00,10533000000.00,10533000000.00
2020-12-31 00:00:00,ABT,5724000000.00,6838000000.00,3860000000.00,2907000000.00,7901000000.00,7901000000.00
2019-12-31 00:00:00,ABT,,,,,,
2023-12-31 00:00:00,ABBV,22062000000.00,12814000000.00,9201000000.00,3608000000.00,22839000000.00,22839000000.00
2022-12-31 00:00:00,ABBV,24248000000.00,9201000000.00,9746000000.00,-483000000.00,24943000000.00,24943000000.00
2021-12-31 00:00:00,ABBV,21990000000.00,9746000000.00,8449000000.00,1394000000.00,22777000000.00,22777000000.00
2020-12-31 00:00:00,ABBV,16790000000.00,8449000000.00,39924000000.00,-31470000000.00,17588000000.00,17588000000.00
2019-12-31 00:00:00,ABBV,,,,,,
2024-08-31 00:00:00,ACN,8614518000.00,5004469000.00,9045032000.00,-3994299000.00,9131027000.00,9131027000.00
2023-08-31 00:00:00,ACN,8996096000.00,9045032000.00,7889833000.00,1256472000.00,9524268000.00,9524268000.00
2022-08-31 00:00:00,ACN,8823131000.00,7889833000.00,8168174000.00,-30526000.00,9541129000.00,9541129000.00
2021-08-31 00:00:00,ACN,8395016000.00,8168174000.00,8415330000.00,-260955000.00,8975148000.00,8975148000.00
2020-08-31 00:00:00,ACN,,,,,,
2023-11-30 00:00:00,ADBE,6942000000.00,7141000000.00,4236000000.00,2896000000.00,7302000000.00,7302000000.00
2022-11-30 00:00:00,ADBE,7396000000.00,4236000000.00,3844000000.00,443000000.00,7838000000.00,7838000000.00
2021-11-30 00:00:00,ADBE,6882000000.00,3844000000.00,4478000000.00,-608000000.00,7230000000.00,7230000000.00
2020-11-30 00:00:00,ADBE,5308000000.00,4478000000.00,2650000000.00,1825000000.00,5727000000.00,5727000000.00
2019-11-30 00:00:00,ADBE,,,,,,
2023-12-31 00:00:00,AMD,1121000000.00,3933000000.00,4835000000.00,-902000000.00,1667000000.00,1667000000.00
2022-12-31 00:00:00,AMD,3115000000.00,4835000000.00,2535000000.00,2300000000.00,3565000000.00,3565000000.00
2021-12-31 00:00:00,AMD,3220000000.00,2535000000.00,1595000000.00,940000000.00,3521000000.00,3521000000.00
2020-12-31 00:00:00,AMD,777000000.00,1595000000.00,1470000000.00,125000000.00,1071000000.00,1071000000.00
2019-12-31 00:00:00,AMD,,,,,,
2023-12-31 00:00:00,AES,-4690000000.00,1990000000.00,2087000000.00,173000000.00,3034000000.00,3034000000.00
2022-12-31 00:00:00,AES,-1836000000.00,2087000000.00,1484000000.00,659000000.00,2715000000.00,2715000000.00
2021-12-31 00:00:00,AES,-214000000.00,1484000000.00,1827000000.00,-297000000.00,1902000000.00,1902000000.00
2020-12-31 00:00:00,AES,855000000.00,1827000000.00,1572000000.00,279000000.00,2755000000.00,2755000000.00
2019-12-31 00:00:00,AES,,,,,,
2023-12-31 00:00:00,AFL,3190000000.00,4306000000.00,3943000000.00,284000000.00,3190000000.00,3190000000.00
2022-12-31 00:00:00,AFL,3879000000.00,3943000000.00,5051000000.00,-1212000000.00,3879000000.00,3879000000.00
2021-12-31 00:00:00,AFL,5051000000.00,5051000000.00,5141000000.00,-66000000.00,5051000000.00,5051000000.00
2020-12-31 00:00:00,AFL,5958000000.00,5141000000.00,4896000000.00,224000000.00,5958000000.00,5958000000.00
2023-10-31 00:00:00,A,1474000000.00,1593000000.00,1056000000.00,532000000.00,1772000000.00,1772000000.00
2022-10-31 00:00:00,A,1021000000.00,1056000000.00,1490000000.00,-398000000.00,1312000000.00,1312000000.00
2021-10-31 00:00:00,A,1297000000.00,1490000000.00,1447000000.00,40000000.00,1485000000.00,1485000000.00
2020-10-31 00:00:00,A,802000000.00,1447000000.00,1388000000.00,57000000.00,921000000.00,921000000.00
2019-10-31 00:00:00,A,,,,,,
2023-09-30 00:00:00,APD,-1420100000.00,1617000000.00,2711000000.00,-1100500000.00,3206300000.00,3205700000.00
2022-09-30 00:00:00,APD,303700000.00,2711000000.00,4468900000.00,-1627600000.00,3230200000.00,3170600000.00
2021-09-30 00:00:00,APD,877700000.00,4468900000.00,5253000000.00,-811900000.00,3341900000.00,3335200000.00
2020-09-30 00:00:00,APD,755700000.00,5253000000.00,2248700000.00,2989400000.00,3264700000.00,3264700000.00
2023-12-31 00:00:00,ABNB,3884000000.00,12667000000.00,12103000000.00,412000000.00,3884000000.00,3884000000.00
2022-12-31 00:00:00,ABNB,3430000000.00,12103000000.00,9727000000.00,2713000000.00,3430000000.00,3430000000.00
2021-12-31 00:00:00,ABNB,2313000000.00,9727000000.00,7668000000.00,2269000000.00,2313000000.00,2313000000.00
2020-12-31 00:00:00,ABNB,-667103000.00,7668252000.00,5143443000.00,2390672000.00,-629732000.00,-629732000.00
2019-12-31 00:00:00,ABNB,,,,,,
2023-12-31 00:00:00,AKAM,618399000.00,490470000.00,543022000.00,-56420000.00,1348439000.00,1348439000.00
2022-12-31 00:00:00,AKAM,816374000.00,543022000.00,537751000.00,18189000.00,1274676000.00,1274676000.00
2021-12-31 00:00:00,AKAM,859333000.00,537751000.00,353466000.00,195661000.00,1404563000.00,1404563000.00
2020-12-31 00:00:00,AKAM,483128000.00,353466000.00,394146000.00,-51615000.00,1215000000.00,1215000000.00
2019-12-31 00:00:00,AKAM,,,,,,
2023-12-31 00:00:00,ALB,-823960000.00,889900000.00,1499142000.00,-831928000.00,1325321000.00,1325321000.00
2022-12-31 00:00:00,ALB,646203000.00,1499142000.00,439272000.00,1097087000.00,1907849000.00,1907849000.00
2021-12-31 00:00:00,ALB,-609410000.00,439272000.00,746724000.00,-272121000.00,344257000.00,344257000.00
2020-12-31 00:00:00,ALB,-51563000.00,746724000.00,613110000.00,112602000.00,798914000.00,798914000.00
2019-12-31 00:00:00,ALB,,,,,,
2023-12-31 00:00:00,ARE,1630550000.00,660771000.00,857975000.00,-195913000.00,1630550000.00,1630550000.00
2022-12-31 00:00:00,ARE,1294321000.00,857975000.00,415227000.00,443635000.00,1294321000.00,1294321000.00
2021-12-31 00:00:00,ARE,1010197000.00,415227000.00,597705000.00,-180766000.00,1010197000.00,1010197000.00
2020-12-31 00:00:00,ARE,882510000.00,597705000.00,242689000.00,354705000.00,882510000.00,882510000.00
2019-12-31 00:00:00,ARE,,,,,,
2023-12-31 00:00:00,ALGN,608060000.00,938519000.00,942355000.00,-8507000.00,785776000.00,785776000.00
2022-12-31 00:00:00,ALGN,276832000.00,942355000.00,1100139000.00,-146270000.00,568732000.00,568732000.00
2021-12-31 00:00:00,ALGN,771446000.00,1100139000.00,961474000.00,150782000.00,1172544000.00,1172544000.00
2020-12-31 00:00:00,ALGN,507258000.00,961474000.00,551134000.00,399860000.00,662174000.00,662174000.00
2019-12-31 00:00:00,ALGN,,,,,,
2023-12-31 00:00:00,ALLE,516400000.00,468100000.00,288000000.00,172800000.00,600600000.00,600600000.00
2022-12-31 00:00:00,ALLE,395500000.00,288000000.00,397900000.00,-97600000.00,459500000.00,459500000.00
2021-12-31 00:00:00,ALLE,443200000.00,397900000.00,480400000.00,-72300000.00,488600000.00,488600000.00
2020-12-31 00:00:00,ALLE,443200000.00,480400000.00,358700000.00,111700000.00,490300000.00,490300000.00
2019-12-31 00:00:00,ALLE,,,,,,
2023-12-31 00:00:00,LNT,867000000.00,63000000.00,24000000.00,39000000.00,867000000.00,867000000.00
2022-12-31 00:00:00,LNT,486000000.00,24000000.00,40000000.00,-16000000.00,486000000.00,486000000.00
2021-12-31 00:00:00,LNT,582000000.00,40000000.00,56000000.00,-16000000.00,582000000.00,582000000.00
2020-12-31 00:00:00,LNT,501000000.00,56000000.00,18000000.00,38000000.00,501000000.00,501000000.00
2023-12-31 00:00:00,ALL,3961000000.00,722000000.00,736000000.00,-14000000.00,4228000000.00,4228000000.00
2022-12-31 00:00:00,ALL,4701000000.00,736000000.00,763000000.00,-27000000.00,5121000000.00,5121000000.00
2021-12-31 00:00:00,ALL,4771000000.00,763000000.00,311000000.00,386000000.00,5116000000.00,5116000000.00
2020-12-31 00:00:00,ALL,5183000000.00,311000000.00,273000000.00,39000000.00,5491000000.00,5491000000.00
2019-12-31 00:00:00,ALL,,,,,,
2023-12-31 00:00:00,PODD,36500000.00,704200000.00,689700000.00,12700000.00,145700000.00,145700000.00
2022-12-31 00:00:00,PODD,-38300000.00,689700000.00,806400000.00,-112400000.00,119000000.00,119000000.00
2021-12-31 00:00:00,PODD,-190800000.00,806400000.00,922000000.00,-110100000.00,-68100000.00,-68100000.00
2020-12-31 00:00:00,PODD,-82500000.00,922000000.00,213700000.00,703500000.00,84000000.00,84000000.00
2019-12-31 00:00:00,PODD,,,,,,
2023-12-31 00:00:00,INTC,-14279000000.00,7079000000.00,11144000000.00,-4065000000.00,11471000000.00,11471000000.00
2019-12-31 00:00:00,BALL,,,,1080000000.00,,
2022-12-31 00:00:00,INTC,-9617000000.00,11144000000.00,4827000000.00,6317000000.00,15433000000.00,15433000000.00
2021-12-31 00:00:00,INTC,9127000000.00,4827000000.00,5865000000.00,-1038000000.00,29456000000.00,29456000000.00
2020-12-31 00:00:00,INTC,21411000000.00,5865000000.00,4194000000.00,1671000000.00,35864000000.00,35864000000.00
2019-12-31 00:00:00,INTC,,,,,,
2023-12-31 00:00:00,ICE,3053000000.00,80750000000.00,150343000000.00,-69600000000.00,3542000000.00,3542000000.00
2022-12-31 00:00:00,ICE,3072000000.00,150343000000.00,147976000000.00,2390000000.00,3554000000.00,3554000000.00
2021-12-31 00:00:00,ICE,2671000000.00,147976000000.00,83619000000.00,64363000000.00,3123000000.00,3123000000.00
2020-12-31 00:00:00,ICE,2471000000.00,83619000000.00,65091000000.00,18520000000.00,2881000000.00,2881000000.00
2019-12-31 00:00:00,ICE,,,,,,
2023-12-31 00:00:00,IFF,936000000.00,735000000.00,552000000.00,162000000.00,1439000000.00,1439000000.00
2022-12-31 00:00:00,IFF,-109000000.00,552000000.00,716000000.00,-87000000.00,397000000.00,397000000.00
2021-12-31 00:00:00,IFF,1040000000.00,716000000.00,660000000.00,115000000.00,1437000000.00,1437000000.00
2020-12-31 00:00:00,IFF,522000000.00,660000000.00,624000000.00,15000000.00,714000000.00,714000000.00
2023-12-31 00:00:00,GOOGL,69495000000.00,24048000000.00,21879000000.00,2590000000.00,101746000000.00,101746000000.00
2022-12-31 00:00:00,GOOGL,60010000000.00,21879000000.00,20945000000.00,1440000000.00,91495000000.00,91495000000.00
2021-12-31 00:00:00,GOOGL,67012000000.00,20945000000.00,26465000000.00,-5233000000.00,91652000000.00,91652000000.00
2020-12-31 00:00:00,GOOGL,42843000000.00,26465000000.00,18498000000.00,7943000000.00,65124000000.00,65124000000.00
2019-12-31 00:00:00,GOOGL,,,,,,
2023-12-31 00:00:00,GOOG,69495000000.00,24048000000.00,21879000000.00,2590000000.00,101746000000.00,101746000000.00
2022-12-31 00:00:00,GOOG,60010000000.00,21879000000.00,20945000000.00,1440000000.00,91495000000.00,91495000000.00
2021-12-31 00:00:00,GOOG,67012000000.00,20945000000.00,26465000000.00,-5233000000.00,91652000000.00,91652000000.00
2020-12-31 00:00:00,GOOG,42843000000.00,26465000000.00,18498000000.00,7943000000.00,65124000000.00,65124000000.00
2019-12-31 00:00:00,GOOG,,,,,,
2023-12-31 00:00:00,MO,9091000000.00,3721000000.00,4091000000.00,-370000000.00,9287000000.00,9287000000.00
2022-12-31 00:00:00,MO,8051000000.00,4091000000.00,4594000000.00,-503000000.00,8256000000.00,8256000000.00
2021-12-31 00:00:00,MO,8236000000.00,4594000000.00,5006000000.00,-412000000.00,8405000000.00,8405000000.00
2020-12-31 00:00:00,MO,8154000000.00,5006000000.00,2160000000.00,2846000000.00,8385000000.00,8385000000.00
2019-12-31 00:00:00,MO,,,,,,
2023-12-31 00:00:00,AMZN,32217000000.00,73890000000.00,54253000000.00,19234000000.00,84946000000.00,84946000000.00
2022-12-31 00:00:00,AMZN,-16893000000.00,54253000000.00,36477000000.00,18869000000.00,46752000000.00,46752000000.00
2021-12-31 00:00:00,AMZN,-14726000000.00,36477000000.00,42377000000.00,-5536000000.00,46327000000.00,46327000000.00
2020-12-31 00:00:00,AMZN,25924000000.00,42377000000.00,36410000000.00,5349000000.00,66064000000.00,66064000000.00
2024-06-30 00:00:00,AMCR,829000000.00,588000000.00,689000000.00,-12000000.00,1321000000.00,1321000000.00
2023-06-30 00:00:00,AMCR,735000000.00,689000000.00,850000000.00,-73000000.00,1261000000.00,1261000000.00
2022-06-30 00:00:00,AMCR,999000000.00,775000000.00,850000000.00,33000000.00,1526000000.00,1526000000.00
2021-06-30 00:00:00,AMCR,993000000.00,850000000.00,743000000.00,49000000.00,1461000000.00,1461000000.00
2020-06-30 00:00:00,AMCR,,,,,,
2023-12-31 00:00:00,AEE,-1207000000.00,272000000.00,216000000.00,56000000.00,2564000000.00,2564000000.00
2022-12-31 00:00:00,AEE,-1117000000.00,216000000.00,155000000.00,61000000.00,2263000000.00,2263000000.00
2021-12-31 00:00:00,AEE,-1862000000.00,155000000.00,301000000.00,-146000000.00,1661000000.00,1661000000.00
2020-12-31 00:00:00,AEE,-1572000000.00,301000000.00,176000000.00,125000000.00,1727000000.00,1727000000.00
2019-12-31 00:00:00,AEE,,,,,,
2023-12-31 00:00:00,AAL,1207000000.00,681000000.00,586000000.00,95000000.00,3803000000.00,3803000000.00
2022-12-31 00:00:00,AAL,-373000000.00,586000000.00,408000000.00,178000000.00,2173000000.00,2173000000.00
2021-12-31 00:00:00,AAL,496000000.00,408000000.00,399000000.00,9000000.00,704000000.00,704000000.00
2020-12-31 00:00:00,AAL,-8674000000.00,399000000.00,290000000.00,109000000.00,-6543000000.00,-6543000000.00
2019-12-31 00:00:00,AAL,,,,,,
2023-12-31 00:00:00,AEP,-2494300000.00,379000000.00,556500000.00,-177500000.00,5012200000.00,5012200000.00
2022-12-31 00:00:00,AEP,-1484400000.00,556500000.00,451400000.00,105100000.00,5288000000.00,5288000000.00
2021-12-31 00:00:00,AEP,-1924200000.00,451400000.00,438300000.00,13100000.00,3839900000.00,3839900000.00
2020-12-31 00:00:00,AEP,-2483100000.00,438300000.00,432600000.00,5700000.00,3832900000.00,3832900000.00
2019-12-31 00:00:00,AEP,,,,,,
2023-12-31 00:00:00,AXP,16996000000.00,46596000000.00,33914000000.00,12505000000.00,18559000000.00,18559000000.00
2022-12-31 00:00:00,AXP,19224000000.00,33914000000.00,22028000000.00,11899000000.00,21079000000.00,21079000000.00
2021-12-31 00:00:00,AXP,13095000000.00,22028000000.00,32965000000.00,-10817000000.00,14645000000.00,14645000000.00
2020-12-31 00:00:00,AXP,4113000000.00,32965000000.00,24446000000.00,8155000000.00,5591000000.00,5591000000.00
2019-12-31 00:00:00,AXP,,,,,,
2023-12-31 00:00:00,AIG,6243000000.00,2204000000.00,2216000000.00,4000000.00,6243000000.00,6243000000.00
2022-12-31 00:00:00,AIG,4134000000.00,2216000000.00,2427000000.00,-94000000.00,4134000000.00,4134000000.00
2021-12-31 00:00:00,AIG,6223000000.00,2427000000.00,3230000000.00,-736000000.00,6223000000.00,6223000000.00
2020-12-31 00:00:00,AIG,1038000000.00,3230000000.00,3287000000.00,-106000000.00,1038000000.00,1038000000.00
2019-12-31 00:00:00,AIG,,,,,,
2023-12-31 00:00:00,AMT,2924300000.00,2093400000.00,2140700000.00,-70500000.00,4722400000.00,4722400000.00
2022-12-31 00:00:00,AMT,1822600000.00,2140700000.00,2343300000.00,-82200000.00,3696200000.00,3696200000.00
2021-12-31 00:00:00,AMT,3443200000.00,2343300000.00,1861400000.00,552200000.00,4819900000.00,4819900000.00
2020-12-31 00:00:00,AMT,2849700000.00,1861400000.00,1578000000.00,312100000.00,3881400000.00,3881400000.00
2019-12-31 00:00:00,AMT,,,,,,
2023-12-31 00:00:00,AWK,-860000000.00,364000000.00,117000000.00,247000000.00,1874000000.00,1874000000.00
2022-12-31 00:00:00,AWK,-1312000000.00,117000000.00,136000000.00,-19000000.00,1108000000.00,1108000000.00
2021-12-31 00:00:00,AWK,-432000000.00,136000000.00,576000000.00,-440000000.00,1441000000.00,1441000000.00
2020-12-31 00:00:00,AWK,-502000000.00,576000000.00,91000000.00,485000000.00,1426000000.00,1426000000.00
2019-12-31 00:00:00,AWK,,,,,,
2023-12-31 00:00:00,AMP,4501000000.00,8620000000.00,8755000000.00,-166000000.00,4685000000.00,4685000000.00
2022-12-31 00:00:00,AMP,4225000000.00,8755000000.00,9569000000.00,-746000000.00,4407000000.00,4407000000.00
2021-12-31 00:00:00,AMP,3205000000.00,9569000000.00,8903000000.00,668000000.00,3325000000.00,3325000000.00
2020-12-31 00:00:00,AMP,4476000000.00,8903000000.00,6213000000.00,2681000000.00,4623000000.00,4623000000.00
2019-12-31 00:00:00,AMP,,,,,,
2023-12-31 00:00:00,AME,1599047000.00,409804000.00,345386000.00,56149000.00,1735296000.00,1735296000.00
2022-12-31 00:00:00,AME,1010368000.00,345386000.00,346772000.00,20914000.00,1149373000.00,1149373000.00
2021-12-31 00:00:00,AME,1049786000.00,346772000.00,1212822000.00,-856048000.00,1160457000.00,1160457000.00
2020-12-31 00:00:00,AME,1206781000.00,1212822000.00,393030000.00,803174000.00,1280980000.00,1280980000.00
2019-12-31 00:00:00,AME,,,,,,
2023-12-31 00:00:00,AMGN,7359000000.00,10944000000.00,7629000000.00,3315000000.00,8471000000.00,8471000000.00
2022-12-31 00:00:00,AMGN,8785000000.00,7629000000.00,7989000000.00,-360000000.00,9721000000.00,9721000000.00
2021-12-31 00:00:00,AMGN,8381000000.00,7989000000.00,6266000000.00,1723000000.00,9261000000.00,9261000000.00
2020-12-31 00:00:00,AMGN,9889000000.00,6266000000.00,6037000000.00,229000000.00,10497000000.00,10497000000.00
2019-12-31 00:00:00,AMGN,,,,,,
2023-12-31 00:00:00,APH,2155900000.00,1475000000.00,1373100000.00,122600000.00,2528700000.00,2528700000.00
2022-12-31 00:00:00,APH,1790800000.00,1373100000.00,1197100000.00,246800000.00,2174600000.00,2174600000.00
2021-12-31 00:00:00,APH,1179700000.00,1197100000.00,1702000000.00,-492600000.00,1540100000.00,1523900000.00
2020-12-31 00:00:00,APH,1315200000.00,1702000000.00,891200000.00,741900000.00,1592000000.00,1592000000.00
2019-12-31 00:00:00,APH,,,,,,
2023-10-31 00:00:00,ADI,3556171000.00,958061000.00,1470572000.00,-512511000.00,4817634000.00,4817634000.00
2022-10-31 00:00:00,ADI,3776094000.00,1470572000.00,1977964000.00,-472686000.00,4475402000.00,4475402000.00
2021-10-31 00:00:00,ADI,2391393000.00,1977964000.00,1055860000.00,918930000.00,2735069000.00,2735069000.00
2020-10-31 00:00:00,ADI,1842795000.00,1055860000.00,648322000.00,407356000.00,2008487000.00,2008487000.00
2019-10-31 00:00:00,ADI,,,,,,
2023-12-31 00:00:00,ANSS,691804000.00,860201000.00,614391000.00,245761000.00,717122000.00,717122000.00
2022-12-31 00:00:00,ANSS,606633000.00,614391000.00,667667000.00,-25873000.00,631003000.00,631003000.00
2019-12-31 00:00:00,CMCSA,,,,,,
2019-12-31 00:00:00,IFF,,,,,,
2021-12-31 00:00:00,ANSS,526464000.00,667667000.00,912672000.00,-233183000.00,549482000.00,549482000.00
2020-12-31 00:00:00,ANSS,511940000.00,912672000.00,872094000.00,29654000.00,547310000.00,547310000.00
2019-12-31 00:00:00,ANSS,,,,,,
2023-12-31 00:00:00,AON,3183000000.00,7722000000.00,7076000000.00,382000000.00,3435000000.00,3435000000.00
2022-12-31 00:00:00,AON,3023000000.00,7076000000.00,6645000000.00,980000000.00,3219000000.00,3219000000.00
2021-12-31 00:00:00,AON,2045000000.00,6645000000.00,6573000000.00,307000000.00,2182000000.00,2182000000.00
2020-12-31 00:00:00,AON,2642000000.00,6573000000.00,5944000000.00,332000000.00,2783000000.00,2783000000.00
2019-12-31 00:00:00,AON,,,,,,
2023-12-31 00:00:00,APA,772000000.00,87000000.00,245000000.00,-158000000.00,3129000000.00,3129000000.00
2022-12-31 00:00:00,APA,2545000000.00,245000000.00,302000000.00,-57000000.00,4943000000.00,4943000000.00
2021-12-31 00:00:00,APA,2386000000.00,302000000.00,262000000.00,40000000.00,3496000000.00,3496000000.00
2020-12-31 00:00:00,APA,114000000.00,262000000.00,247000000.00,15000000.00,1388000000.00,1388000000.00
2019-12-31 00:00:00,APA,,,,,,
2023-09-30 00:00:00,AAPL,99584000000.00,30737000000.00,24977000000.00,5760000000.00,110543000000.00,110543000000.00
2022-09-30 00:00:00,AAPL,111443000000.00,24977000000.00,35929000000.00,-10952000000.00,122151000000.00,122151000000.00
2021-09-30 00:00:00,AAPL,92953000000.00,35929000000.00,39789000000.00,-3860000000.00,104038000000.00,104038000000.00
2020-09-30 00:00:00,AAPL,73365000000.00,39789000000.00,50224000000.00,-10435000000.00,80674000000.00,80674000000.00
2023-10-31 00:00:00,AMAT,7594000000.00,6233000000.00,2100000000.00,4133000000.00,8700000000.00,8700000000.00
2022-10-31 00:00:00,AMAT,4612000000.00,2100000000.00,5101000000.00,-3001000000.00,5399000000.00,5399000000.00
2021-10-31 00:00:00,AMAT,4774000000.00,5101000000.00,5466000000.00,-365000000.00,5442000000.00,5442000000.00
2020-10-31 00:00:00,AMAT,3382000000.00,5466000000.00,3129000000.00,2337000000.00,3804000000.00,3804000000.00
2019-10-31 00:00:00,AMAT,,,,,,
2023-12-31 00:00:00,APTV,990000000.00,1640000000.00,1555000000.00,87000000.00,1896000000.00,1896000000.00
2022-12-31 00:00:00,APTV,419000000.00,1555000000.00,3139000000.00,-1560000000.00,1263000000.00,1263000000.00
2021-12-31 00:00:00,APTV,611000000.00,3139000000.00,2853000000.00,302000000.00,1222000000.00,1222000000.00
2020-12-31 00:00:00,APTV,829000000.00,2853000000.00,429000000.00,2400000000.00,1413000000.00,1413000000.00
2019-12-31 00:00:00,APTV,,,,,,
2023-12-31 00:00:00,ACGL,5697000000.00,1498000000.00,1273000000.00,212000000.00,5749000000.00,5749000000.00
2022-12-31 00:00:00,ACGL,3766000000.00,1273000000.00,1314000000.00,9000000.00,3816000000.00,3816000000.00
2021-12-31 00:00:00,ACGL,3384000000.00,1314000000.00,1290000000.00,58000000.00,3425000000.00,3425000000.00
2020-12-31 00:00:00,ACGL,2846633000.00,1290544000.00,903698000.00,364557000.00,2886505000.00,2886505000.00
2019-12-31 00:00:00,ACGL,,,,,,
2023-12-31 00:00:00,ADM,2966000000.00,5390000000.00,7033000000.00,-1640000000.00,4460000000.00,4460000000.00
2022-12-31 00:00:00,ADM,2159000000.00,7033000000.00,7454000000.00,-421000000.00,3478000000.00,3478000000.00
2021-12-31 00:00:00,ADM,5426000000.00,7454000000.00,4646000000.00,2808000000.00,6595000000.00,6595000000.00
2020-12-31 00:00:00,ADM,-3209000000.00,4646000000.00,2990000000.00,1656000000.00,-2386000000.00,-2386000000.00
2019-12-31 00:00:00,ADM,,,,,,
2023-12-31 00:00:00,ANET,1999580000.00,1939464000.00,675978000.00,1262811000.00,2034014000.00,2034014000.00
2022-12-31 00:00:00,ANET,448169000.00,675978000.00,625050000.00,54539000.00,492813000.00,492813000.00
2021-12-31 00:00:00,ANET,951120000.00,625050000.00,897454000.00,-270588000.00,1015856000.00,1015856000.00
2020-12-31 00:00:00,ANET,719730000.00,897454000.00,1115515000.00,-220027000.00,735114000.00,735114000.00
2019-12-31 00:00:00,ANET,,,,,,
2023-12-31 00:00:00,AJG,1838100000.00,6543300000.00,4964200000.00,1612600000.00,2031700000.00,2031700000.00
2022-12-31 00:00:00,AJG,1207300000.00,4964200000.00,4466300000.00,597800000.00,1390000000.00,1390000000.00
2021-12-31 00:00:00,AJG,1263800000.00,4466300000.00,3574300000.00,956500000.00,1392400000.00,1392400000.00
2020-12-31 00:00:00,AJG,1707800000.00,3574300000.00,2623900000.00,830600000.00,1807100000.00,1807100000.00
2019-12-31 00:00:00,AJG,,,,,,
2023-12-31 00:00:00,AIZ,935600000.00,1627400000.00,1536700000.00,96500000.00,1138100000.00,1138100000.00
2022-12-31 00:00:00,AIZ,410600000.00,1536700000.00,2054800000.00,-483600000.00,596900000.00,596900000.00
2021-12-31 00:00:00,AIZ,594300000.00,2054800000.00,2228600000.00,-150500000.00,781700000.00,630500000.00
2020-12-31 00:00:00,AIZ,1220800000.00,2228600000.00,1867100000.00,342000000.00,1342000000.00,1114300000.00
2019-12-31 00:00:00,AIZ,,,,,,
2023-12-31 00:00:00,T,20461000000.00,6833000000.00,3793000000.00,3040000000.00,38314000000.00,38314000000.00
2022-12-31 00:00:00,T,12397000000.00,3793000000.00,21316000000.00,-17523000000.00,32023000000.00,35812000000.00
2021-12-31 00:00:00,T,26413000000.00,21316000000.00,9870000000.00,11446000000.00,41958000000.00,37170000000.00
2020-12-31 00:00:00,T,27455000000.00,9870000000.00,12295000000.00,-2425000000.00,43130000000.00,43130000000.00
2019-12-31 00:00:00,T,,,,,,
2023-09-30 00:00:00,ATO,653770000.00,19248000.00,51554000.00,-32306000.00,3459743000.00,3459743000.00
2022-09-30 00:00:00,ATO,-1466836000.00,51554000.00,116723000.00,-65169000.00,977584000.00,977584000.00
2021-09-30 00:00:00,ATO,-3053791000.00,116723000.00,20808000.00,95915000.00,-1084251000.00,-1084251000.00
2020-09-30 00:00:00,ATO,-897677000.00,20808000.00,24550000.00,-3742000.00,1037999000.00,1037999000.00
2023-01-31 00:00:00,ADSK,2025000000.00,1947000000.00,1528000000.00,441000000.00,2071000000.00,2071000000.00
2022-01-31 00:00:00,ADSK,1464000000.00,1528000000.00,1772000000.00,-233000000.00,1531000000.00,1531000000.00
2021-01-31 00:00:00,ADSK,1341000000.00,1772000000.00,1775000000.00,-14000000.00,1437000000.00,1437000000.00
2020-01-31 00:00:00,ADSK,1361900000.00,1774700000.00,886000000.00,891000000.00,1415100000.00,1415100000.00
2024-06-30 00:00:00,ADP,3594200000.00,10086000000.00,8771500000.00,1336900000.00,4157600000.00,4157600000.00
2023-06-30 00:00:00,ADP,3636000000.00,8771500000.00,22783000000.00,-13990400000.00,4207600000.00,4207600000.00
2022-06-30 00:00:00,ADP,2546100000.00,22783000000.00,13143200000.00,9738500000.00,3099500000.00,3099500000.00
2021-06-30 00:00:00,ADP,2587400000.00,13143200000.00,7053600000.00,6015800000.00,3093300000.00,3093300000.00
2020-06-30 00:00:00,ADP,,,,,,
2023-08-31 00:00:00,AZO,2144131000.00,277054000.00,264380000.00,4528000.00,2940788000.00,2940788000.00
