period,stock_symbol,ordinary_shares_number,share_issued,total_debt,cash_and_cash_equivalents
2022-12-31 00:00:00,DAY,153856645.00,153856645.00,1254900000.00,431900000.00
2021-12-31 00:00:00,DAY,151995031.00,151995031.00,1176700000.00,367500000.00
2020-12-31 00:00:00,DAY,148571412.00,148571412.00,711900000.00,188200000.00
2019-12-31 00:00:00,DAY,,,,
2024-03-31 00:00:00,DECK,25593000.00,25593000.00,266879000.00,1502051000.00
2023-03-31 00:00:00,DECK,26176000.00,26176000.00,246488000.00,981795000.00
2022-03-31 00:00:00,DECK,26982000.00,26982000.00,222070000.00,843527000.00
2021-03-31 00:00:00,DECK,27910000.00,27910000.00,223042000.00,1089361000.00
2020-03-31 00:00:00,DECK,,,,
2023-10-31 00:00:00,DE,281584277.00,536431204.00,63692000000.00,7458000000.00
2022-10-31 00:00:00,DE,298771915.00,536431204.00,52201000000.00,4774000000.00
2021-10-31 00:00:00,DE,308065060.00,536431204.00,48691000000.00,8017000000.00
2020-10-31 00:00:00,DE,313655950.00,536431204.00,46295000000.00,7066000000.00
2019-10-31 00:00:00,DE,,,,
2023-12-31 00:00:00,DAL,643446948.00,654671194.00,27281000000.00,2741000000.00
2022-12-31 00:00:00,DAL,641265753.00,651800786.00,30610000000.00,3266000000.00
2021-12-31 00:00:00,DAL,639967515.00,649720387.00,34679000000.00,7933000000.00
2020-12-31 00:00:00,DAL,638182520.00,647352203.00,35548000000.00,8307000000.00
2019-12-31 00:00:00,DAL,,,,
2023-12-31 00:00:00,DVN,635700000.00,636000000.00,6450000000.00,875000000.00
2022-12-31 00:00:00,DVN,653000000.00,653000000.00,6697000000.00,1454000000.00
2021-12-31 00:00:00,DVN,663000000.00,663000000.00,6734000000.00,2099000000.00
2020-12-31 00:00:00,DVN,382000000.00,382000000.00,4544000000.00,2047000000.00
2019-12-31 00:00:00,DVN,,,,
2023-12-31 00:00:00,DXCM,385400000.00,407200000.00,2594000000.00,566300000.00
2022-12-31 00:00:00,DXCM,386300000.00,393200000.00,2145000000.00,642300000.00
2021-12-31 00:00:00,DXCM,388000000.00,391200000.00,2157900000.00,1052600000.00
2020-12-31 00:00:00,DXCM,384400000.00,387600000.00,1839500000.00,817600000.00
2023-12-31 00:00:00,FANG,178723871.00,178723871.00,6801000000.00,582000000.00
2022-12-31 00:00:00,FANG,179840797.00,179840797.00,6379000000.00,157000000.00
2021-12-31 00:00:00,FANG,177551347.00,177551347.00,6773000000.00,654000000.00
2020-12-31 00:00:00,FANG,158088182.00,158088182.00,5930000000.00,104000000.00
2019-12-31 00:00:00,FANG,,,,
2023-12-31 00:00:00,DLR,311608000.00,311608000.00,18968001000.00,1625495000.00
2022-12-31 00:00:00,DLR,291148000.00,291148000.00,18067847000.00,141773000.00
2021-12-31 00:00:00,DLR,284415013.00,284415013.00,14960397000.00,142698000.00
2020-12-31 00:00:00,DLR,280289726.00,280289726.00,14773429000.00,108501000.00
2019-12-31 00:00:00,DLR,,,,
2023-12-31 00:00:00,DFS,250102860.00,570837720.00,21331000000.00,11685000000.00
2022-12-31 00:00:00,DFS,267383791.00,569689007.00,20108000000.00,8856000000.00
2021-12-31 00:00:00,DFS,288328320.00,568830897.00,20227000000.00,8750000000.00
2020-12-31 00:00:00,DFS,306597298.00,567898063.00,21241000000.00,13564000000.00
2019-12-31 00:00:00,DFS,,,,
2024-01-31 00:00:00,DG,219663000.00,219663000.00,18090766000.00,537283000.00
2023-01-31 00:00:00,DG,219105000.00,219105000.00,17661099000.00,381576000.00
2022-01-31 00:00:00,DG,230016000.00,230016000.00,14246336000.00,344829000.00
2021-01-31 00:00:00,DG,240785000.00,240785000.00,13590442000.00,1376577000.00
2020-01-31 00:00:00,DG,,,,
2024-01-31 00:00:00,DLTR,217907206.00,217907206.00,10386900000.00,684900000.00
2023-01-31 00:00:00,DLTR,221222984.00,221222984.00,10126500000.00,642800000.00
2022-01-31 00:00:00,DLTR,225100198.00,225100198.00,9970300000.00,984900000.00
2021-01-31 00:00:00,DLTR,233383199.00,233383199.00,9639900000.00,1416700000.00
2020-01-31 00:00:00,DLTR,,,,
2023-12-31 00:00:00,D,838000000.00,838000000.00,44243000000.00,184000000.00
2022-12-31 00:00:00,D,835000000.00,835000000.00,41203000000.00,119000000.00
2021-12-31 00:00:00,D,810000000.00,810000000.00,40581000000.00,283000000.00
2020-12-31 00:00:00,D,806000000.00,806000000.00,37014000000.00,172000000.00
2019-12-31 00:00:00,D,,,,
2023-12-31 00:00:00,DPZ,34726182.00,34726182.00,5209306000.00,114098000.00
2022-12-31 00:00:00,DPZ,35419718.00,35419718.00,5252354000.00,60356000.00
2021-12-31 00:00:00,DPZ,36138273.00,36138273.00,5291852000.00,148160000.00
2020-12-31 00:00:00,DPZ,38868350.00,38868350.00,4357002000.00,168821000.00
2019-12-31 00:00:00,DPZ,,,,
2023-12-31 00:00:00,DOV,139896263.00,259841534.00,3681814000.00,398561000.00
2022-12-31 00:00:00,DOV,139698485.00,259643756.00,3886675000.00,380868000.00
2021-12-31 00:00:00,DOV,144045685.00,259457233.00,3301950000.00,385504000.00
2020-12-31 00:00:00,DOV,143753041.00,258981638.00,3291652000.00,513075000.00
2019-12-31 00:00:00,DOV,,,,
2023-12-31 00:00:00,DOW,702293433.00,778595514.00,16447000000.00,2987000000.00
2022-12-31 00:00:00,DOW,704879920.00,771678525.00,16706000000.00,3886000000.00
2021-12-31 00:00:00,DOW,735215309.00,764226882.00,16135000000.00,2988000000.00
2020-12-31 00:00:00,DOW,743189895.00,755993198.00,19044000000.00,5104000000.00
2019-12-31 00:00:00,DOW,,,,
2023-09-30 00:00:00,DHI,334848565.00,401202253.00,5142600000.00,3873600000.00
2022-09-30 00:00:00,DHI,343953023.00,399172937.00,6114800000.00,2540500000.00
2021-09-30 00:00:00,DHI,356015843.00,397190100.00,5449400000.00,3210400000.00
2020-09-30 00:00:00,DHI,363999982.00,394741349.00,4320300000.00,3018500000.00
2023-12-31 00:00:00,DTE,206357070.00,206357070.00,20970000000.00,26000000.00
2022-12-31 00:00:00,DTE,205632393.00,205632393.00,19240000000.00,33000000.00
2021-12-31 00:00:00,DTE,193747509.00,193747509.00,18251000000.00,28000000.00
2020-12-31 00:00:00,DTE,193770617.00,193770617.00,19607000000.00,472000000.00
2019-12-31 00:00:00,DTE,,,,
2023-12-31 00:00:00,DUK,770711728.00,770711728.00,80457000000.00,253000000.00
2022-12-31 00:00:00,DUK,770000000.00,770000000.00,74579000000.00,409000000.00
2021-12-31 00:00:00,DUK,769000000.00,769000000.00,68263000000.00,341000000.00
2020-12-31 00:00:00,DUK,769000000.00,769000000.00,64076000000.00,259000000.00
2019-12-31 00:00:00,DUK,,,,
2023-12-31 00:00:00,DD,430110140.00,430110140.00,7741000000.00,2392000000.00
2022-12-31 00:00:00,DD,458124262.00,458124262.00,8074000000.00,3662000000.00
2021-12-31 00:00:00,DD,511792785.00,511792785.00,10782000000.00,1972000000.00
2020-12-31 00:00:00,DD,734204054.00,734204054.00,15612000000.00,2544000000.00
2019-12-31 00:00:00,DD,,,,
2023-12-31 00:00:00,EMN,117343761.00,222813115.00,4846000000.00,548000000.00
2022-12-31 00:00:00,EMN,118796867.00,222399355.00,5151000000.00,493000000.00
2021-12-31 00:00:00,EMN,128967878.00,221860107.00,5159000000.00,459000000.00
2020-12-31 00:00:00,EMN,135861854.00,220692304.00,5618000000.00,564000000.00
2019-12-31 00:00:00,EMN,,,,
2023-12-31 00:00:00,ETN,399400000.00,399400000.00,9802000000.00,488000000.00
2022-12-31 00:00:00,ETN,397800000.00,397800000.00,9114000000.00,294000000.00
2021-12-31 00:00:00,ETN,398800000.00,398800000.00,8916000000.00,297000000.00
2020-12-31 00:00:00,ETN,398100000.00,398100000.00,8384000000.00,438000000.00
2019-12-31 00:00:00,ETN,,,,
2023-12-31 00:00:00,EBAY,517000000.00,1735000000.00,8228000000.00,1985000000.00
2022-12-31 00:00:00,EBAY,539000000.00,1725000000.00,9420000000.00,2154000000.00
2021-12-31 00:00:00,EBAY,594000000.00,1715000000.00,9432000000.00,1379000000.00
2020-12-31 00:00:00,EBAY,684000000.00,1705000000.00,8205000000.00,1101000000.00
2019-12-31 00:00:00,EBAY,,,,
2023-12-31 00:00:00,ECL,285448531.00,365748640.00,8733400000.00,919500000.00
2022-12-31 00:00:00,ECL,284500000.00,364761501.00,9026500000.00,598600000.00
2021-12-31 00:00:00,ECL,286900000.00,364155713.00,9155900000.00,359900000.00
2020-12-31 00:00:00,ECL,285700000.00,285700000.00,7112700000.00,1260200000.00
2019-12-31 00:00:00,ECL,,,,
2023-12-31 00:00:00,EIX,383924912.00,383924912.00,35311000000.00,345000000.00
2022-12-31 00:00:00,EIX,382208498.00,382208498.00,33096000000.00,914000000.00
2021-12-31 00:00:00,EIX,380378145.00,380378145.00,29533000000.00,390000000.00
2020-12-31 00:00:00,EIX,378907147.00,378907147.00,24147000000.00,87000000.00
2019-12-31 00:00:00,EIX,,,,
2023-12-31 00:00:00,EW,601100000.00,650500000.00,694900000.00,1144000000.00
2022-12-31 00:00:00,EW,608300000.00,646300000.00,691300000.00,769000000.00
2021-12-31 00:00:00,EW,624100000.00,642000000.00,690300000.00,862800000.00
2020-12-31 00:00:00,EW,624300000.00,636400000.00,694900000.00,1183200000.00
2024-03-31 00:00:00,EA,266378719.00,266378719.00,1948000000.00,2900000000.00
2023-03-31 00:00:00,EA,273000000.00,273000000.00,1946000000.00,2424000000.00
2022-03-31 00:00:00,EA,280000000.00,280000000.00,1959000000.00,2732000000.00
2021-03-31 00:00:00,EA,286000000.00,286000000.00,1952000000.00,5260000000.00
2020-03-31 00:00:00,EA,,,,
2023-12-31 00:00:00,ELV,233071088.00,233071088.00,25120000000.00,6526000000.00
2022-12-31 00:00:00,ELV,237958067.00,237958067.00,24114000000.00,7387000000.00
2021-12-31 00:00:00,ELV,241770746.00,241770746.00,23031000000.00,4880000000.00
2020-12-31 00:00:00,ELV,245401430.00,245401430.00,20035000000.00,5741000000.00
2019-12-31 00:00:00,ELV,,,,
2023-09-30 00:00:00,EMR,572000000.00,953400000.00,8561000000.00,8051000000.00
2022-09-30 00:00:00,EMR,591400000.00,953400000.00,10686000000.00,1804000000.00
2021-09-30 00:00:00,EMR,595800000.00,953400000.00,7078000000.00,2354000000.00
2020-09-30 00:00:00,EMR,598000000.00,953400000.00,7859000000.00,3315000000.00
2023-12-31 00:00:00,ENPH,135722000.00,135722000.00,1298958000.00,288748000.00
2022-12-31 00:00:00,ENPH,136441000.00,136441000.00,1295728000.00,473244000.00
2021-12-31 00:00:00,ENPH,133894000.00,133894000.00,1041476000.00,119316000.00
2020-12-31 00:00:00,ENPH,128962000.00,128962000.00,335407000.00,679379000.00
2019-12-31 00:00:00,ENPH,,,,
2023-12-31 00:00:00,ETR,212848570.00,280975348.00,26246067000.00,132548000.00
2022-12-31 00:00:00,ETR,211176500.00,279653929.00,26760170000.00,224164000.00
2021-12-31 00:00:00,ETR,202653184.00,271965510.00,27082078000.00,442559000.00
2020-12-31 00:00:00,ETR,200244834.00,270035180.00,23997265000.00,1759099000.00
2019-12-31 00:00:00,ETR,,,,
2023-12-31 00:00:00,EOG,580860368.00,588748473.00,4800000000.00,5278000000.00
2022-12-31 00:00:00,EOG,587696476.00,588396757.00,5958000000.00,5972000000.00
2021-12-31 00:00:00,EOG,585264244.00,585521512.00,5907000000.00,5209000000.00
2020-12-31 00:00:00,EOG,583570585.00,583694850.00,6752000000.00,3329000000.00
2019-12-31 00:00:00,EOG,,,,
2023-12-31 00:00:00,EPAM,57787000.00,57787000.00,171945000.00,2036235000.00
2022-12-31 00:00:00,EPAM,57655000.00,57669000.00,190362000.00,1681344000.00
2021-12-31 00:00:00,EPAM,56849000.00,56868000.00,239158000.00,1446625000.00
2020-12-31 00:00:00,EPAM,56108000.00,56128000.00,266401000.00,1322143000.00
2019-12-31 00:00:00,EPAM,,,,
2023-12-31 00:00:00,EQT,419896000.00,419896000.00,5841493000.00,80977000.00
2022-12-31 00:00:00,EQT,365363000.00,365363000.00,5714414000.00,1458644000.00
2021-12-31 00:00:00,EQT,376399000.00,377432000.00,5619044000.00,113963000.00
2020-12-31 00:00:00,EQT,278345000.00,280003000.00,4950470000.00,18210000.00
2019-12-31 00:00:00,EQT,,,,
2023-12-31 00:00:00,EFX,123300000.00,189300000.00,5711200000.00,216800000.00
2022-12-31 00:00:00,EFX,122500000.00,188700000.00,5787300000.00,285200000.00
2021-12-31 00:00:00,EFX,122100000.00,188700000.00,5294900000.00,224700000.00
2020-12-31 00:00:00,EFX,121800000.00,188700000.00,4378400000.00,1684600000.00
2019-12-31 00:00:00,EFX,,,,
2023-12-31 00:00:00,EQIX,94479277.00,94629955.00,17455113000.00,2095712000.00
2022-12-31 00:00:00,EQIX,92620703.00,92813976.00,16469554000.00,1906421000.00
2021-12-31 00:00:00,EQIX,90571406.00,90872826.00,14992526000.00,1536358000.00
2020-12-31 00:00:00,EQIX,89134252.00,89462304.00,13923339000.00,1604869000.00
2019-12-31 00:00:00,EQIX,,,,
2023-12-31 00:00:00,EQR,379291417.00,379291417.00,7702090000.00,50743000.00
2022-12-31 00:00:00,EQR,378429708.00,378429708.00,7734470000.00,53869000.00
2021-12-31 00:00:00,EQR,375527195.00,375527195.00,8653788000.00,123832000.00
2020-12-31 00:00:00,EQR,372302000.00,372302000.00,8373386000.00,42591000.00
2019-12-31 00:00:00,EQR,,,,
2023-12-31 00:00:00,ESS,64203497.00,64203497.00,6270826000.00,391749000.00
2022-12-31 00:00:00,ESS,64604603.00,64604603.00,6026880000.00,33295000.00
2021-12-31 00:00:00,ESS,65248393.00,65248393.00,6358085000.00,48420000.00
2020-12-31 00:00:00,ESS,64999015.00,64999015.00,6325572000.00,73629000.00
2019-12-31 00:00:00,ESS,,,,
2024-06-30 00:00:00,EL,358688603.00,596560598.00,9826000000.00,3395000000.00
2023-06-30 00:00:00,EL,357619915.00,595210114.00,10169000000.00,4029000000.00
2022-06-30 00:00:00,EL,357055550.00,593491380.00,7645000000.00,3957000000.00
2021-06-30 00:00:00,EL,361759398.00,590875063.00,8099000000.00,4958000000.00
2020-06-30 00:00:00,EL,,,,
2023-12-31 00:00:00,ETSY,119068884.00,119068884.00,2389516000.00,914323000.00
2022-12-31 00:00:00,ETSY,125054278.00,125054278.00,2390070000.00,921278000.00
2021-12-31 00:00:00,ETSY,127022118.00,127022118.00,2388119000.00,780196000.00
2020-12-31 00:00:00,ETSY,125835931.00,125835931.00,1115815000.00,1244099000.00
2019-12-31 00:00:00,ETSY,,,,
2023-12-31 00:00:00,EG,43390424.00,74190424.00,3408000000.00,1437000000.00
2022-12-31 00:00:00,EG,39100000.00,69900000.00,3103000000.00,1398000000.00
2021-12-31 00:00:00,EG,39266000.00,69790000.00,3106000000.00,1441000000.00
2020-12-31 00:00:00,EG,39984000.00,69620000.00,1920852000.00,801651000.00
2019-12-31 00:00:00,EG,,,,
2023-12-31 00:00:00,EVRG,229729296.00,229729296.00,13147100000.00,27700000.00
2022-12-31 00:00:00,EVRG,229546105.00,229546105.00,12036100000.00,25200000.00
2021-12-31 00:00:00,EVRG,229299900.00,229299900.00,11165500000.00,26200000.00
2020-12-31 00:00:00,EVRG,226836670.00,226836670.00,10321100000.00,144900000.00
2023-12-31 00:00:00,ES,349540266.00,359984073.00,26754377000.00,53873000.00
2022-12-31 00:00:00,ES,348443855.00,359984073.00,22940025000.00,374603000.00
2021-12-31 00:00:00,ES,344403196.00,357818402.00,20219036000.00,66773000.00
2020-12-31 00:00:00,ES,342954023.00,357818402.00,17968509000.00,106599000.00
2019-12-31 00:00:00,ES,,,,
2023-12-31 00:00:00,EXC,999000000.00,1001000000.00,44008000000.00,445000000.00
2022-12-31 00:00:00,EXC,994000000.00,996000000.00,40050000000.00,407000000.00
2021-12-31 00:00:00,EXC,979000000.00,981000000.00,34540000000.00,672000000.00
2020-12-31 00:00:00,EXC,976000000.00,978000000.00,39333000000.00,663000000.00
2019-12-31 00:00:00,EXC,,,,
2023-12-31 00:00:00,EXPE,137045452.00,287645452.00,6567000000.00,4225000000.00
2022-12-31 00:00:00,EXPE,153280000.00,291063000.00,6552000000.00,4096000000.00
2021-12-31 00:00:00,EXPE,155648000.00,280184000.00,8810000000.00,4111000000.00
2020-12-31 00:00:00,EXPE,143597452.00,267087452.00,8729000000.00,3363000000.00
2019-12-31 00:00:00,EXPE,,,,
2023-12-31 00:00:00,EXPD,143866000.00,143866000.00,527733000.00,1512883000.00
2022-12-31 00:00:00,EXPD,154313000.00,154313000.00,518465000.00,2034131000.00
2021-12-31 00:00:00,EXPD,167210000.00,167210000.00,467660000.00,1728692000.00
2020-12-31 00:00:00,EXPD,169294000.00,169294000.00,438189000.00,1527791000.00
2019-12-31 00:00:00,EXPD,,,,
2023-12-31 00:00:00,EXR,211278803.00,211278803.00,11253263000.00,99062000.00
2022-12-31 00:00:00,EXR,133921020.00,133921020.00,7560497000.00,92868000.00
2021-12-31 00:00:00,EXR,133922305.00,133922305.00,6191103000.00,71126000.00
2020-12-31 00:00:00,EXR,131357961.00,131357961.00,6009788000.00,109124000.00
2019-12-31 00:00:00,EXR,,,,
2023-12-31 00:00:00,XOM,3971000000.00,8019000000.00,41573000000.00,31539000000.00
2022-12-31 00:00:00,XOM,4082000000.00,8019000000.00,41193000000.00,29640000000.00
2021-12-31 00:00:00,XOM,4239000000.00,8019000000.00,47704000000.00,6802000000.00
2020-12-31 00:00:00,XOM,4233000000.00,8019000000.00,67640000000.00,4364000000.00
2023-09-30 00:00:00,FFIV,59207000.00,59207000.00,280986000.00,797163000.00
2022-09-30 00:00:00,FFIV,59860000.00,59860000.00,664671000.00,758012000.00
2021-09-30 00:00:00,FFIV,60652000.00,60652000.00,715278000.00,580977000.00
2020-09-30 00:00:00,FFIV,61099000.00,61099000.00,773047000.00,849556000.00
2023-08-31 00:00:00,FDS,38025372.00,42096628.00,1839921000.00,425444000.00
2022-08-31 00:00:00,FDS,38044756.00,41653218.00,2220231000.00,503273000.00
2021-08-31 00:00:00,FDS,37615419.00,41163192.00,866091000.00,681865000.00
2020-08-31 00:00:00,FDS,38030252.00,40767708.00,875679000.00,585605000.00
2023-09-30 00:00:00,FICO,24770000.00,88857000.00,1901897000.00,136778000.00
2022-09-30 00:00:00,FICO,25154000.00,88857000.00,1912230000.00,133202000.00
2021-09-30 00:00:00,FICO,27568000.00,88857000.00,1334762000.00,195354000.00
2020-09-30 00:00:00,FICO,29096000.00,88857000.00,907642000.00,157394000.00
2023-12-31 00:00:00,FAST,571982367.00,571982367.00,535000000.00,221300000.00
2022-12-31 00:00:00,FAST,570811674.00,570811674.00,802100000.00,230100000.00
2021-12-31 00:00:00,FAST,575464682.00,575464682.00,636800000.00,236200000.00
2020-12-31 00:00:00,FAST,574159575.00,574159575.00,650100000.00,245700000.00
2023-12-31 00:00:00,FRT,82775286.00,82775286.00,4687717000.00,250825000.00
2022-12-31 00:00:00,FRT,81342959.00,81342959.00,4474796000.00,85558000.00
2021-12-31 00:00:00,FRT,78603305.00,78603305.00,4192240000.00,162132000.00
2020-12-31 00:00:00,FRT,76727394.00,76727394.00,4435865000.00,798329000.00
2019-12-31 00:00:00,FRT,,,,
2024-05-31 00:00:00,FDX,244302246.00,318000000.00,37719000000.00,6501000000.00
2023-05-31 00:00:00,FDX,251187242.00,318000000.00,38332000000.00,6856000000.00
2022-05-31 00:00:00,FDX,259845660.00,318000000.00,37194000000.00,6897000000.00
2021-05-31 00:00:00,FDX,267348232.00,318000000.00,36462000000.00,7087000000.00
2020-05-31 00:00:00,FDX,,,,
2023-12-31 00:00:00,FIS,583000000.00,631000000.00,19341000000.00,440000000.00
2022-12-31 00:00:00,FIS,591000000.00,630000000.00,20409000000.00,456000000.00
2021-12-31 00:00:00,FIS,609000000.00,625000000.00,20877000000.00,2010000000.00
2020-12-31 00:00:00,FIS,620000000.00,621000000.00,20620000000.00,1959000000.00
2019-12-31 00:00:00,FIS,,,,
2023-12-31 00:00:00,FITB,681124810.00,923892581.00,18908000000.00,3142000000.00
2022-12-31 00:00:00,FITB,683385880.00,923892581.00,18040000000.00,3466000000.00
2021-12-31 00:00:00,FITB,682777664.00,923892581.00,11821000000.00,2994000000.00
2020-12-31 00:00:00,FITB,712760325.00,923892581.00,15012000000.00,3147000000.00
2019-12-31 00:00:00,FITB,,,,
2023-12-31 00:00:00,FSLR,106847475.00,106847475.00,624389000.00,1946994000.00
2022-12-31 00:00:00,FSLR,106609094.00,106609094.00,234131000.00,1481269000.00
2021-12-31 00:00:00,FSLR,106332315.00,106332315.00,398594000.00,1450654000.00
2020-12-31 00:00:00,FSLR,105980466.00,105980466.00,482271000.00,1227002000.00
2019-12-31 00:00:00,FSLR,,,,
2023-12-31 00:00:00,FE,574335396.00,574335396.00,24910000000.00,137000000.00
2022-12-31 00:00:00,FE,572130932.00,572130932.00,21654000000.00,160000000.00
2021-12-31 00:00:00,FE,570261104.00,570261104.00,23854000000.00,1462000000.00
2020-12-31 00:00:00,FE,543117533.00,543117533.00,24477000000.00,1734000000.00
2019-12-31 00:00:00,FE,,,,
2023-12-31 00:00:00,FI,594000000.00,784000000.00,23236000000.00,1204000000.00
2022-12-31 00:00:00,FI,630000000.00,784000000.00,21542000000.00,902000000.00
2021-12-31 00:00:00,FI,650000000.00,784000000.00,21237000000.00,835000000.00
2020-12-31 00:00:00,FI,669100000.00,789600000.00,20684000000.00,906000000.00
2019-12-31 00:00:00,FI,,,,
2023-12-31 00:00:00,FMC,124760760.00,185983792.00,4105200000.00,302400000.00
2022-12-31 00:00:00,FMC,125110804.00,185983792.00,3424600000.00,572000000.00
2021-12-31 00:00:00,FMC,125699479.00,185983792.00,3336000000.00,516800000.00
2020-12-31 00:00:00,FMC,129353583.00,185983792.00,3444500000.00,568900000.00
2019-12-31 00:00:00,FMC,,,,
2023-12-31 00:00:00,F,3999960120.00,3999960120.00,151107000000.00,24862000000.00
2022-12-31 00:00:00,F,3999960120.00,3999960120.00,140474000000.00,25134000000.00
2021-12-31 00:00:00,F,4121000000.00,4121000000.00,139485000000.00,20540000000.00
2020-12-31 00:00:00,F,4096000000.00,4096000000.00,162998000000.00,25243000000.00
2019-12-31 00:00:00,F,,,,
2023-12-31 00:00:00,FTNT,761000000.00,761000000.00,992300000.00,1397900000.00
2022-12-31 00:00:00,FTNT,781500000.00,781500000.00,990400000.00,1682900000.00
2021-12-31 00:00:00,FTNT,810000000.00,810000000.00,988400000.00,1319100000.00
2020-12-31 00:00:00,FTNT,812500000.00,812500000.00,,1061800000.00
2019-12-31 00:00:00,FTNT,,,,
2023-12-31 00:00:00,FTV,350700000.00,363700000.00,3810100000.00,1888800000.00
2022-12-31 00:00:00,FTV,352900000.00,361500000.00,3420700000.00,709200000.00
2021-12-31 00:00:00,FTV,359100000.00,360400000.00,4143500000.00,819300000.00
2020-12-31 00:00:00,FTV,337900000.00,339000000.00,4431400000.00,1824800000.00
2019-12-31 00:00:00,FTV,,,,
2024-06-30 00:00:00,FOXA,461308623.00,461308623.00,8152000000.00,4319000000.00
2023-06-30 00:00:00,FOXA,498480389.00,498480389.00,8207000000.00,4272000000.00
2022-06-30 00:00:00,FOXA,550619471.00,550619471.00,7718000000.00,5200000000.00
2021-06-30 00:00:00,FOXA,576183420.00,576183420.00,8452000000.00,5886000000.00
2020-06-30 00:00:00,FOXA,,,,
2024-06-30 00:00:00,FOX,461308623.00,461308623.00,8152000000.00,4319000000.00
2023-06-30 00:00:00,FOX,498480389.00,498480389.00,8207000000.00,4272000000.00
2022-06-30 00:00:00,FOX,550619471.00,550619471.00,7718000000.00,5200000000.00
2021-06-30 00:00:00,FOX,576183420.00,576183420.00,8452000000.00,5886000000.00
2020-06-30 00:00:00,FOX,,,,
2023-09-30 00:00:00,BEN,495937891.00,495937891.00,11752400000.00,4402400000.00
2022-09-30 00:00:00,BEN,499575175.00,499575175.00,9362500000.00,4782500000.00
2021-09-30 00:00:00,BEN,501807677.00,501807677.00,7588800000.00,4647200000.00
2020-09-30 00:00:00,BEN,495116677.00,495116677.00,6438700000.00,3989800000.00
2023-12-31 00:00:00,FCX,1435000000.00,1619000000.00,9853000000.00,4758000000.00
2022-12-31 00:00:00,FCX,1430000000.00,1613000000.00,10952000000.00,8146000000.00
2021-12-31 00:00:00,FCX,1457000000.00,1603000000.00,9769000000.00,8068000000.00
2020-12-31 00:00:00,FCX,1458000000.00,1590000000.00,9939000000.00,3657000000.00
2019-12-31 00:00:00,FCX,,,,
2023-12-31 00:00:00,GRMN,191777000.00,195880000.00,113035000.00,1693452000.00
2022-12-31 00:00:00,GRMN,191623000.00,198077000.00,114541000.00,1279194000.00
2021-12-31 00:00:00,GRMN,192608000.00,198077000.00,70044000.00,1498058000.00
2020-12-31 00:00:00,GRMN,191571000.00,191571000.00,75958000.00,1458442000.00
2019-12-31 00:00:00,GRMN,,,,
2023-12-31 00:00:00,IT,78337541.00,163602067.00,3070195000.00,1318999000.00
2022-12-31 00:00:00,IT,79173554.00,163602067.00,3158391000.00,697999000.00
2021-12-31 00:00:00,IT,82396563.00,163602067.00,3250284000.00,756493000.00
2020-12-31 00:00:00,IT,88842082.00,163602067.00,2842962000.00,712583000.00
2019-12-31 00:00:00,IT,,,,
2023-12-31 00:00:00,GE,1088415995.00,1088415995.00,22937000000.00,16967000000.00
2022-12-31 00:00:00,GE,1089107878.00,1089107878.00,26148000000.00,15810000000.00
2021-12-31 00:00:00,GE,1099027213.00,1099027213.00,38032000000.00,15770000000.00
2020-12-31 00:00:00,GE,1095686625.00,1095686625.00,78096000000.00,36530000000.00
2019-12-31 00:00:00,GE,,,,
2023-12-31 00:00:00,GEHC,455342290.00,455342290.00,9863000000.00,2494000000.00
2022-12-31 00:00:00,GEHC,454000000.00,454000000.00,8635000000.00,1440000000.00
2021-12-31 00:00:00,GEHC,454710004.00,454710004.00,437000000.00,554000000.00
2020-12-31 00:00:00,GEHC,454710004.00,454710004.00,468000000.00,994000000.00
2023-12-31 00:00:00,GEV,274701743.00,274701743.00,,3597000000.00
2022-12-31 00:00:00,GEV,274085523.00,274085523.00,1144000000.00,2067000000.00
2024-03-31 00:00:00,GEN,623000000.00,623000000.00,8655000000.00,846000000.00
2023-03-31 00:00:00,GEN,640000000.00,640000000.00,9819000000.00,750000000.00
2022-03-31 00:00:00,GEN,582000000.00,582000000.00,3829000000.00,1887000000.00
2021-03-31 00:00:00,GEN,580000000.00,580000000.00,3693000000.00,933000000.00
2020-03-31 00:00:00,GEN,,,,
2023-12-31 00:00:00,GNRC,60137757.00,73195055.00,1733566000.00,200994000.00
2022-12-31 00:00:00,GNRC,61416907.00,72701257.00,1599998000.00,132723000.00
2021-12-31 00:00:00,GNRC,63718986.00,72386017.00,1321737000.00,147339000.00
2020-12-31 00:00:00,GNRC,62850598.00,72024329.00,1065148000.00,655128000.00
2019-12-31 00:00:00,GNRC,,,,
2023-12-31 00:00:00,GD,273599948.00,481880634.00,11083000000.00,1913000000.00
2022-12-31 00:00:00,GD,274411106.00,274411106.00,12114000000.00,1242000000.00
2021-12-31 00:00:00,GD,277620943.00,277620943.00,13175000000.00,1603000000.00
2020-12-31 00:00:00,GD,286477836.00,481880634.00,14732000000.00,2824000000.00
2019-12-31 00:00:00,GD,,,,
2024-05-31 00:00:00,GIS,559100000.00,754600000.00,13315100000.00,418000000.00
2023-05-31 00:00:00,GIS,586600000.00,754600000.00,12064800000.00,585500000.00
2022-05-31 00:00:00,GIS,598900000.00,754600000.00,11975400000.00,569400000.00
2021-05-31 00:00:00,GIS,607700000.00,754600000.00,13006400000.00,1505200000.00
2020-05-31 00:00:00,GIS,,,,
2023-12-31 00:00:00,GM,1200000000.00,1200000000.00,122648000000.00,18853000000.00
